Liga,Zespół_1,Zespół_2,1,0,2,10,02,12,Data,Wygrany,Bramki_1,Bramki_2
1-francja,Montpellier,Marseille,3.4,3.7,2.06,1.79,1.33,1.29,20.12. 21:00,0.0,1.0,1.0
1-francja,Lyon,Nantes,1.72,4.05,4.5,1.21,2.15,1.25,20.12. 21:00,1.0,1.0,0.0
1-hiszpania,Barcelona,Almeria,1.15,8.7,15.0,1.03,5.7,1.08,20.12. 19:00,1.0,3.0,2.0
1-hiszpania,Bilbao,UD L.Palmas,1.38,4.9,7.9,1.09,3.05,1.18,20.12. 21:30,1.0,1.0,0.0
1-hiszpania,Villarreal,Celta Vigo,2.42,3.5,2.82,1.44,1.57,1.3,20.12. 21:30,1.0,3.0,2.0
1-anglia,Crystal Palace,Brighton,3.2,3.5,2.2,1.69,1.36,1.31,21.12. 21:00,0.0,1.0,1.0
1-belgia,Gent,Leuven,1.29,6.0,8.6,1.06,3.55,1.12,21.12. 20:45,1.0,4.0,0.0
1-hiszpania,Cadiz,Real Sociedad,4.7,3.45,1.82,2.0,1.19,1.31,21.12. 19:00,0.0,0.0,0.0
1-hiszpania,Betis,Girona,2.77,3.6,2.43,1.57,1.46,1.3,21.12. 19:00,0.0,1.0,1.0
1-hiszpania,Mallorca,Osasuna,2.42,2.91,3.35,1.33,1.57,1.41,21.12. 21:30,1.0,3.0,2.0
1-hiszpania,Alaves,Real M.,5.7,4.15,1.58,2.42,1.14,1.24,21.12. 21:30,2.0,0.0,1.0
1-anglia,Aston Villa,Sheffield Utd.,1.2,6.8,13.0,1.03,4.55,1.1,22.12. 21:00,0.0,1.0,1.0
1-belgia,Molenbeek,Club Brugge,6.6,4.8,1.43,2.78,1.1,1.18,22.12. 20:45,2.0,1.0,6.0
1-anglia,West Ham,Man.United,2.57,3.6,2.62,1.51,1.53,1.3,23.12. 13:30,1.0,2.0,0.0
1-anglia,Nottingham,Bournemouth,2.77,3.45,2.52,1.55,1.47,1.32,23.12. 16:00,2.0,2.0,3.0
1-anglia,Tottenham,Everton,1.8,4.15,3.95,1.25,2.03,1.24,23.12. 16:00,1.0,2.0,1.0
1-anglia,Fulham,Burnley,1.69,3.9,4.9,1.18,2.19,1.26,23.12. 16:00,2.0,0.0,2.0
1-anglia,Luton Town,Newcastle,4.9,4.15,1.65,2.26,1.18,1.24,23.12. 16:00,1.0,1.0,0.0
1-anglia,Liverpool,Arsenal,2.4,3.6,2.77,1.45,1.57,1.29,23.12. 18:30,0.0,1.0,1.0
1-belgia,Eupen,St.Gilloise,11.0,6.2,1.24,3.95,1.03,1.11,23.12. 16:00,2.0,1.0,2.0
1-belgia,Antwerp,Westerlo,1.34,5.4,8.0,1.07,3.2,1.15,23.12. 18:15,0.0,2.0,2.0
1-belgia,Truidense,Charleroi,2.2,3.35,3.25,1.32,1.65,1.31,23.12. 18:15,1.0,1.0,0.0
1-belgia,Anderlecht,Genk,2.23,3.55,3.05,1.37,1.64,1.29,23.12. 20:45,1.0,2.0,1.0
1-hiszpania,Atl. Madryt,FC Sevilla,1.52,4.3,5.8,1.13,2.51,1.21,23.12. 16:15,1.0,1.0,0.0
1-portugalia,FC Vizela,Moreirense FC,2.75,3.25,2.55,1.49,1.43,1.32,23.12. 16:30,0.0,0.0,0.0
1-portugalia,Vitoria Guimarares,Rio Ave,1.68,3.9,4.8,1.17,2.15,1.24,23.12. 16:30,1.0,1.0,0.0
1-anglia,Wolverhampton,Chelsea,3.7,3.7,1.95,1.86,1.28,1.28,24.12. 14:00,1.0,2.0,1.0
1-anglia,Newcastle,Nottingham,1.5,4.3,6.4,1.11,2.61,1.22,26.12. 13:30,2.0,1.0,3.0
1-anglia,Bournemouth,Fulham,2.17,3.65,3.15,1.37,1.71,1.29,26.12. 16:00,1.0,3.0,0.0
1-anglia,Sheffield Utd.,Luton Town,2.41,3.15,3.1,1.37,1.58,1.36,26.12. 16:00,2.0,2.0,3.0
1-anglia,Burnley,Liverpool,7.0,5.5,1.38,3.1,1.1,1.16,26.12. 18:30,2.0,0.0,2.0
1-anglia,Man.United,Aston Villa,2.62,3.6,2.52,1.53,1.49,1.29,26.12. 21:00,1.0,3.0,2.0
1-belgia,Genk,Antwerp,2.15,3.6,3.2,1.35,1.7,1.29,26.12. 13:30,1.0,3.0,0.0
1-belgia,Leuven,Eupen,1.78,4.1,3.95,1.24,2.01,1.23,26.12. 16:00,1.0,3.0,0.0
1-belgia,Kortrijk,Gent,7.6,5.2,1.36,3.1,1.08,1.15,26.12. 16:00,2.0,0.0,2.0
1-belgia,Westerlo,Molenbeek,1.88,3.65,3.95,1.24,1.9,1.27,26.12. 18:30,1.0,3.0,0.0
1-belgia,Club Brugge,St.Gilloise,2.31,3.35,3.0,1.37,1.58,1.31,26.12. 20:45,0.0,1.0,1.0
1-anglia,West Ham,Brighton,2.52,3.6,2.62,1.49,1.53,1.29,02.01. 20:30,0.0,0.0,0.0
1-hiszpania,Getafe,Vallecano,2.42,3.05,3.3,1.36,1.6,1.4,02.01. 17:00,2.0,0.0,2.0
1-hiszpania,Real Sociedad,Alaves,1.6,3.85,6.45,1.13,2.4,1.28,02.01. 19:15,0.0,1.0,1.0
1-hiszpania,Valencia,Villarreal,2.1,3.5,3.65,1.31,1.79,1.33,02.01. 21:30,1.0,3.0,1.0
1-hiszpania,Granada,Cadiz,2.27,3.2,3.35,1.33,1.65,1.36,03.01. 17:00,1.0,2.0,0.0
1-hiszpania,Real M.,Mallorca,1.24,6.0,12.0,1.04,4.15,1.13,03.01. 19:15,1.0,1.0,0.0
1-hiszpania,Celta Vigo,Betis,2.43,3.35,2.91,1.41,1.57,1.33,03.01. 19:15,1.0,2.0,1.0
1-hiszpania,Girona,Atl. Madryt,2.57,3.6,2.57,1.51,1.51,1.29,03.01. 21:30,1.0,4.0,3.0
1-hiszpania,Osasuna,Almeria,1.71,3.8,4.9,1.18,2.16,1.27,04.01. 17:00,,,
1-hiszpania,FC Sevilla,Bilbao,2.96,3.3,2.42,1.57,1.4,1.34,04.01. 19:15,2.0,0.0,2.0
1-hiszpania,UD L.Palmas,Barcelona,5.7,4.3,1.56,2.47,1.15,1.23,04.01. 21:30,,,
1-portugalia,Sporting L.,Estoril Praia,1.24,6.6,10.0,1.04,4.0,1.1,05.01. 19:45,,,
1-portugalia,Boavista FC,FC Porto,6.6,4.6,1.45,2.71,1.1,1.19,05.01. 21:45,0.0,1.0,1.0
1-portugalia,Estrela Amadora,FC Vizela,2.55,3.3,2.75,1.44,1.5,1.32,06.01. 16:30,0.0,1.0,1.0
1-portugalia,Farense,Gil Vicente FC,2.16,3.5,3.2,1.34,1.67,1.29,06.01. 16:30,1.0,1.0,0.0
1-portugalia,FC Arouca,SL Benfica,6.4,4.5,1.46,2.64,1.1,1.19,06.01. 19:00,2.0,0.0,3.0
1-portugalia,SC Braga,Vitoria Guimarares,1.59,4.3,5.0,1.16,2.31,1.21,06.01. 21:30,0.0,1.0,1.0
1-portugalia,Rio Ave,Portimonense,1.81,3.65,4.3,1.21,1.97,1.27,07.01. 19:00,1.0,2.0,0.0
1-portugalia,FC Famalicao,Chaves,1.75,3.7,4.6,1.19,2.05,1.27,07.01. 21:30,0.0,2.0,2.0
1-portugalia,Moreirense FC,Casa Pia,1.93,3.3,4.2,1.22,1.85,1.32,08.01. 21:15,2.0,1.0,4.0
1-niemcy,Bayern M.,Hoffenheim,1.14,9.3,14.0,1.03,5.8,1.07,12.01. 20:30,1.0,3.0,0.0
1-anglia,Burnley,Luton Town,1.98,3.55,3.75,1.28,1.84,1.3,12.01. 20:45,0.0,1.0,1.0
1-francja,Marseille,Strasbourg,1.53,4.3,5.9,1.13,2.51,1.22,12.01. 21:00,0.0,1.0,1.0
1-hiszpania,FC Sevilla,Alaves,1.95,3.3,4.2,1.23,1.87,1.34,12.01. 21:00,2.0,2.0,3.0
1-holandia,Waalwijk,Heracles,1.9,3.65,3.85,1.25,1.87,1.27,12.01. 20:00,2.0,1.0,2.0
1-portugalia,Portimonense,Farense,2.5,3.35,2.75,1.43,1.51,1.31,12.01. 21:15,1.0,1.0,0.0
1-niemcy,Bochum,Werder B.,2.24,3.65,3.0,1.39,1.66,1.29,14.01. 15:30,,,
1-niemcy,M gladbach,VFB Stuttgart,3.6,4.05,1.9,1.91,1.3,1.25,14.01. 17:30,1.0,3.0,1.0
1-anglia,Everton,Aston Villa,2.82,3.5,2.44,1.57,1.44,1.31,14.01. 15:00,0.0,0.0,0.0
1-anglia,Man.United,Tottenham,2.12,3.95,3.05,1.38,1.74,1.26,14.01. 17:30,0.0,2.0,2.0
1-francja,Lille,Lorient,1.33,5.3,9.1,1.07,3.4,1.16,14.01. 13:00,1.0,3.0,0.0
1-francja,Nantes,Clermont,1.98,3.5,3.85,1.27,1.85,1.31,14.01. 15:00,2.0,1.0,2.0
1-francja,Metz,Toulouse,2.87,3.15,2.62,1.51,1.44,1.37,14.01. 15:00,2.0,0.0,1.0
1-francja,Brest,Montpellier,1.88,3.65,4.15,1.24,1.95,1.29,14.01. 15:00,1.0,2.0,0.0
1-francja,Le Havre,Lyon,3.1,3.3,2.34,1.61,1.37,1.34,14.01. 17:05,1.0,3.0,1.0
1-francja,Lens,PSG,3.7,3.95,1.9,1.92,1.29,1.26,14.01. 20:45,2.0,0.0,2.0
1-hiszpania,Almeria,Girona,4.6,4.4,1.65,2.28,1.2,1.22,14.01. 14:00,0.0,0.0,0.0
1-hiszpania,Cadiz,Valencia,2.96,2.96,2.67,1.49,1.41,1.41,14.01. 16:15,2.0,1.0,4.0
1-holandia,FC Volendam,Almere City,2.6,3.55,2.55,1.5,1.48,1.29,14.01. 12:15,2.0,0.0,1.0
1-holandia,G.A.Eagles,Ajax,3.65,4.0,1.86,1.91,1.27,1.23,14.01. 14:30,2.0,2.0,3.0
1-holandia,Vitesse Arnhem,Utrecht,2.9,3.6,2.3,1.61,1.4,1.28,14.01. 14:30,0.0,0.0,0.0
1-holandia,Feyenoord,Nijmegen,1.14,8.2,16.0,-1.0,5.4,1.06,14.01. 16:45,0.0,2.0,2.0
1-portugalia,Gil Vicente FC,Estrela Amadora,2.1,3.45,3.4,1.31,1.71,1.3,14.01. 16:30,0.0,1.0,1.0
1-portugalia,SL Benfica,Rio Ave,1.19,6.8,14.0,1.01,4.6,1.1,14.01. 19:00,1.0,4.0,1.0
1-portugalia,FC Vizela,Boavista FC,2.14,3.2,3.55,1.28,1.68,1.34,14.01. 19:00,2.0,1.0,4.0
1-portugalia,FC Porto,SC Braga,1.76,3.85,4.3,1.21,2.03,1.25,14.01. 21:30,1.0,2.0,0.0
1-portugalia,Vitoria Guimarares,FC Arouca,1.93,3.5,3.95,1.24,1.86,1.3,15.01. 21:15,1.0,2.0,1.0
1-portugalia,FC Famalicao,SC Braga,4.1,3.8,1.82,1.97,1.23,1.26,18.01. 19:45,2.0,1.0,2.0
1-portugalia,FC Vizela,Sporting L.,8.0,5.0,1.36,3.1,1.07,1.16,18.01. 21:45,,,
1-belgia,Gent,Mechelen,1.38,4.9,7.4,1.08,2.95,1.16,19.01. 20:45,2.0,1.0,2.0
1-hiszpania,Alaves,Cadiz,1.81,3.4,4.8,1.18,2.0,1.32,19.01. 21:00,1.0,1.0,0.0
1-holandia,SBV Excelsior,Heerenveen,3.25,3.65,2.1,1.72,1.33,1.27,19.01. 20:00,1.0,3.0,0.0
1-portugalia,SL Benfica,Boavista FC,1.15,7.8,17.0,-1.0,5.3,1.08,19.01. 21:15,1.0,2.0,0.0
1-niemcy,Freiburg,Hoffenheim,2.05,3.8,3.35,1.34,1.8,1.28,20.01. 15:30,1.0,3.0,2.0
1-niemcy,Bochum,VFB Stuttgart,3.55,3.8,1.96,1.85,1.3,1.27,20.01. 15:30,1.0,1.0,0.0
1-niemcy,1.FC Koln,Dortmund,4.3,4.15,1.73,2.13,1.22,1.24,20.01. 15:30,2.0,0.0,4.0
1-niemcy,Heidenheim,Wolfsburg,2.67,3.55,2.52,1.53,1.48,1.3,20.01. 15:30,0.0,1.0,1.0
1-niemcy,Darmstadt 98,Eint.Frankfurt,3.8,3.7,1.92,1.89,1.27,1.28,20.01. 15:30,0.0,2.0,2.0
1-niemcy,Leipzig,Leverkusen,2.44,3.75,2.67,1.48,1.57,1.28,20.01. 18:30,2.0,2.0,3.0
1-anglia,Arsenal,Crystal Palace,1.28,5.5,10.5,1.05,3.65,1.14,20.01. 13:30,1.0,5.0,0.0
1-anglia,Brentford,Nottingham,1.9,3.7,3.9,1.26,1.9,1.28,20.01. 18:30,1.0,3.0,2.0
1-belgia,Genk,Cercle Brugge,1.86,3.9,3.75,1.26,1.91,1.24,20.01. 16:00,0.0,1.0,1.0
1-belgia,St.Liege,Kortrijk,1.56,4.1,5.6,1.13,2.37,1.22,20.01. 18:15,2.0,0.0,1.0
1-belgia,Club Brugge,Westerlo,1.29,5.8,9.0,1.06,3.55,1.13,20.01. 20:45,1.0,3.0,0.0
1-hiszpania,Vallecano,UD L.Palmas,1.9,3.35,4.4,1.22,1.92,1.34,20.01. 14:00,,,
1-hiszpania,Villarreal,Mallorca,2.11,3.45,3.5,1.31,1.75,1.32,20.01. 16:15,0.0,1.0,1.0
1-hiszpania,Valencia,Bilbao,3.3,3.3,2.23,1.67,1.34,1.34,20.01. 18:30,1.0,1.0,0.0
1-hiszpania,Celta Vigo,Real Sociedad,3.2,3.05,2.42,1.58,1.36,1.38,20.01. 21:00,2.0,0.0,1.0
1-holandia,Nijmegen,Tw.Enschede,4.1,3.8,1.81,1.97,1.23,1.26,20.01. 16:30,,,
1-holandia,Heracles,FC Volendam,1.72,4.0,4.3,1.2,2.07,1.23,20.01. 18:45,0.0,1.0,1.0
1-holandia,AZ Alkmaar,Zwolle,1.35,5.2,7.6,1.07,3.1,1.15,20.01. 20:00,0.0,2.0,2.0
1-holandia,Almere City,Sittard,2.37,3.45,2.85,1.4,1.56,1.29,20.01. 21:00,,,
1-portugalia,Estoril Praia,FC Arouca,2.42,3.35,2.85,1.41,1.54,1.31,20.01. 16:30,2.0,1.0,2.0
1-portugalia,Casa Pia,Farense,2.24,3.3,3.2,1.33,1.62,1.32,20.01. 19:00,2.0,1.0,3.0
1-portugalia,FC Porto,Moreirense FC,1.28,5.4,10.0,1.03,3.5,1.13,20.01. 21:30,1.0,5.0,0.0
1-niemcy,Bayern M.,Werder B.,1.09,11.0,23.0,-1.0,7.8,1.04,21.01. 15:30,,,
1-niemcy,M gladbach,Augsburg,1.88,3.9,3.8,1.27,1.93,1.26,21.01. 17:30,2.0,1.0,2.0
1-anglia,Sheffield Utd.,West Ham,3.35,3.3,2.22,1.68,1.33,1.34,21.01. 15:00,0.0,2.0,2.0
1-anglia,Bournemouth,Liverpool,4.15,4.3,1.73,2.13,1.24,1.22,21.01. 17:30,2.0,0.0,4.0
1-belgia,Antwerp,Charleroi,1.64,4.0,5.0,1.16,2.22,1.23,21.01. 13:30,1.0,4.0,1.0
1-belgia,St.Gilloise,Truidense,1.4,4.7,7.4,1.08,2.87,1.18,21.01. 16:00,1.0,2.0,1.0
1-belgia,Leuven,Anderlecht,4.9,4.0,1.65,2.2,1.17,1.23,21.01. 18:30,0.0,1.0,1.0
1-belgia,Molenbeek,Eupen,1.9,3.65,3.85,1.25,1.87,1.27,21.01. 19:15,,,
1-hiszpania,Osasuna,Getafe,2.21,3.05,3.65,1.29,1.68,1.38,21.01. 14:00,1.0,3.0,2.0
1-hiszpania,Real M.,Almeria,1.15,8.5,15.0,1.02,5.6,1.08,21.01. 16:15,1.0,3.0,2.0
1-hiszpania,Betis,Barcelona,4.05,3.9,1.83,1.99,1.25,1.26,21.01. 18:30,2.0,2.0,4.0
1-hiszpania,Girona,FC Sevilla,1.72,4.05,4.5,1.21,2.15,1.25,21.01. 21:00,1.0,5.0,1.0
1-holandia,Utrecht,PSV Eindhoven,8.0,5.6,1.32,3.3,1.07,1.13,21.01. 12:15,,,
1-holandia,Vitesse Arnhem,Feyenoord,11.0,6.6,1.22,4.15,1.03,1.1,21.01. 14:30,2.0,1.0,2.0
1-holandia,Sparta Rotterdam,G.A.Eagles,2.2,3.55,3.1,1.35,1.65,1.28,21.01. 14:30,2.0,0.0,2.0
1-holandia,Ajax,Waalwijk,1.24,6.6,9.8,1.04,3.95,1.1,21.01. 16:45,1.0,4.0,1.0
1-portugalia,Portimonense,Gil Vicente FC,2.48,3.3,2.8,1.42,1.51,1.32,21.01. 16:30,2.0,0.0,2.0
1-portugalia,Chaves,Rio Ave,3.1,3.25,2.32,1.59,1.35,1.33,21.01. 19:00,0.0,0.0,0.0
1-portugalia,Vitoria Guimarares,Estrela Amadora,1.61,3.85,5.6,1.14,2.28,1.25,21.01. 21:30,1.0,3.0,0.0
1-anglia,Brighton,Wolverhampton,1.65,4.2,4.9,1.19,2.29,1.24,22.01. 20:45,0.0,0.0,0.0
1-hiszpania,Granada,Atl. Madryt,4.6,3.95,1.72,2.14,1.2,1.25,22.01. 21:00,2.0,0.0,1.0
1-niemcy,Bayern M.,Un. Berlin,1.14,8.3,16.5,1.01,5.7,1.08,24.01. 20:30,1.0,1.0,0.0
1-holandia,Almere City,Sittard,2.47,3.45,2.75,1.44,1.53,1.3,24.01. 18:45,0.0,0.0,0.0
1-niemcy,Eint.Frankfurt,Mainz,2.04,3.6,3.55,1.31,1.8,1.3,26.01. 20:30,,,
1-belgia,Cercle Brugge,St.Liege,1.54,4.2,5.6,1.13,2.4,1.21,26.01. 20:45,,,
1-francja,Lyon,Rennes,2.52,3.35,2.82,1.45,1.54,1.34,26.01. 21:00,,,
1-hiszpania,Almeria,Alaves,2.62,3.2,2.82,1.45,1.51,1.36,26.01. 21:00,,,
1-holandia,Zwolle,Vitesse Arnhem,1.93,3.5,3.9,1.24,1.84,1.29,26.01. 20:00,,,
